"DB_Class_Key","Symbol_human","GeneID_human","Symbol_mouse","GeneID_mouse"
"48014942","CARMN","728264","Carmn","328968"
"48014943","CARNS1","57571","Carns1","107239"
"48014944","CASP14","23581","Casp14","12365"
"48014945","CASP16P","197350","Casp16","381070"
"48014946","CATSPER1","117144","Catsper1","225865"
"48014947","CATSPER2","117155","Catsper2","212670"
"48014948","CATSPER3","347732","Catsper3","76856"
"48014949","CATSPER4","378807","Catsper4","329954"
"48014950","CATSPERB","79820","Catsperb","271036"
"48014951","CATSPERD","257062","Catsperd","106757"
"48014952","CATSPERE","257044","Catspere1","631584"
"48014953","CATSPERE","257044","Catspere2","545391"
"48014954","CATSPERG","57828","Catsperg1","320225"
"48014955","CATSPERG","57828","Catsperg2","76718"
"48014956","CATSPERZ","25858","Catsperz","67077"
"48014957","CAVIN3","112464","Cavin3","109042"
"48014958","CBLIF","2694","Cblif","14603"
"48014959","CBY2","220082","Cby2","67926"
"48014960","CBY3","646019","Cby3","76653"
"48014961","CC2D2B","387707","Cc2d2b","668310"
"48014962","CCDC107","203260","Ccdc107","622404"
"48014963","CCDC110","256309","Ccdc110","212392"
"48014964","CCDC112","153733","Ccdc112","240261"
"48014965","CCDC116","164592","Ccdc116","76872"
"48014966","CCDC121","79635","Ccdc121rt3","625424"
"48014967","CCDC121","79635","Ccdc121rt1","403180"
"48014968","CCDC121","79635","Ccdc121","67656"
"48014969","CCDC121","79635","Ccdc121rt2","625464"
"48014970","CCDC122","160857","Ccdc122","108811"
"48014971","CCDC138","165055","Ccdc138","76138"
"48014972","CCDC148","130940","Ccdc148","227933"
"48014973","CCDC150","284992","Ccdc150","78016"
"48014974","CCDC152","100129792","Ccdc152","100039139"
"48014975","CCDC154","645811","Ccdc154","207209"
"48014976","CCDC158","339965","Ccdc158","320696"
"48014977","CCDC159","126075","Ccdc159","67119"
"48014978","CCDC160","347475","Ccdc160","434778"
"48014979","CCDC163","126661","Ccdc163","68394"
"48014980","CCDC168","643677","Ccdc168","102636082"
"48014981","CCDC169-SOHLH2","100526761","Sohlh2","74434"
"48014981","SOHLH2","54937","Sohlh2","74434"
"48014982","CCDC178","374864","Ccdc178","70950"
"48014983","CCDC179","100500938","Ccdc179","100503036"
"48014984","CCDC182","101927581","Ccdc182","74297"
"48014985","CCDC183","84960","Ccdc183","77058"
"48014986","CCDC184","387856","Ccdc184","239650"
"48014987","CCDC185","164127","Ccdc185","433386"
"48014988","CCDC187","399693","Ccdc187","329366"
"48014989","CCDC188","388849","Ccdc188","102638083"
"48014990","CCDC190","339512","Ccdc190","78465"
"48014991","CCDC192","728586","Ccdc192","75444"
"48014992","CCDC194","110806280","Ccdc194","619297"
"48014993","CCDC196","440184","Ccdc196","626215"
"48014994","CCDC198","55195","Ccdc198","67082"
"48014995","CCDC200","100874261","Ccdc200","667306"
"48014996","CCDC201","114515518","Ccdc201","100041347"
"48014997","CCDC27","148870","Ccdc27","381580"
"48014998","CCDC38","120935","Ccdc38","237465"
"48014999","CCDC54","84692","Ccdc54","69339"
"48015000","CCDC60","160777","Ccdc60","269693"
"48015001","CCDC63","160762","Ccdc63","330188"
"48015002","CCDC68","80323","Ccdc68","381175"
"48015003","CCDC7","79741","Ccdc7a","74703"
"48015004","CCDC7","79741","Ccdc7b","75453"
"48015005","CCDC70","83446","Ccdc70","67929"
"48015006","CCDC71L","168455","Ccdc71l","72123"
"48015007","CCDC8","83987","Ccdc8","434130"
"48015008","CCDC81","60494","Ccdc81","70884"
"48015009","CCDC91","55297","Ccdc91","67015"
"48015010","CCDC9B","388115","Ccdc9b","214239"
"48015011","CCER1","196477","Ccer1","66716"
"48015012","CCER2","643669","Ccer2","100504112"
"48015013","CCHCR1","54535","Cchcr1","240084"
"48015014","CCIN","881","Ccin","442829"
"48015015","CCL1","6346","Ccl1","20290"
"48015016","CCL19","6363","Ccl19-ps4","100040035"
"48015017","CCL19","6363","Ccl19-ps1","100861618"
"48015018","CCL19","6363","Ccl19-ps3","65959"
"48015019","CCL19","6363","Ccl19-ps6","100861647"
"48015020","CCL19","6363","Ccl19-ps5","100039789"
"48015021","CCL22","6367","Ccl22","20299"
"48015022","CCL26","10344","Ccl26","541307"
"48015023","CCN3","4856","Ccn3","18133"
"48015024","CCNB1","891","Ccnb1-ps","434175"
"48015025","CCNB1IP1","57820","Ccnb1ip1","239083"
"48015026","CCNL2","81669","Ccnl2","56036"
"48015027","CCNO","10309","Ccno","218630"
"48015028","CCRL2","9034","Ccrl2","54199"
"48015029","CCT8L1P","155100","Cct8l1","242891"
"48015029","CCT8L2","150160","Cct8l1","242891"
"48015030","CD101","9398","Cd101","630146"
"48015031","CD14","929","Cd14","12475"
"48015032","CD160","11126","Cd160","54215"
"48015033","CD177","57126","Cd177","68891"
"48015034","CD19","930","Cd19","12478"
"48015035","CD207","50489","Cd207","246278"
"48015036","CD24","100133941","Cd24a","12484"
"48015037","CD244","51744","Cd244a","18106"
"48015038","CD320","51293","Cd320","54219"
"48015039","CD38","952","Cd38","12494"
"48015040","CD3D","915","Cd3d","12500"
"48015041","CD3E","916","Cd3e","12501"
"48015042","CD3G","917","Cd3g","12502"
"48015043","CD47","961","Cd47","16423"
"48015044","CD5","921","Cd5","12507"
"48015045","CD52","1043","Cd52","23833"
"48015046","CD55","1604","Cd55b","13137"
"48015047","CD5L","922","Cd5l","11801"
"48015048","CD6","923","Cd6","12511"
"48015049","CD70","970","Cd70","21948"
"48015050","CD72","971","Cd72","12517"
"48015051","CD80","941","Cd80","12519"
"48015052","CD86","942","Cd86","12524"
"48015053","CD96","10225","Cd96","84544"
"48015054","CDC20B","166979","Cdc20b","238896"
"48015055","CDC42BPG","55561","Cdc42bpg","240505"
"48015056","CDH20","28316","Cdh20","23836"
"48015057","CDH22","64405","Cdh22","104010"
"48015058","CDH24","64403","Cdh24","239096"
"48015059","CDHR3","222256","Cdhr3","68764"
"48015060","CDHR4","389118","Cdhr4","69398"
"48015061","CDIPTOSP","440356","Cdiptos","381922"
"48015062","CDK2AP1","8099","Cdk2ap1","13445"
"48015063","CDK2AP1","8099","Cdk2ap1rt","100039945"
"48015064","CDK3","1018","Cdk3","69681"
"48015065","CDK5RAP2","55755","Cdk5rap2","214444"
"48015066","CDK6-AS1","101927497","Cdk6os1","102640405"
"48015067","CDKL2","8999","Cdkl2","53886"
"48015068","CDKL3","51265","Cdkl3","213084"
"48015069","CDKL4","344387","Cdkl4","381113"
"48015070","CDR1","1038","Cdr1","631990"
"48015071","CDRT4","284040","Cdrt4","66338"
"48015072","CDSN","1041","Cdsn","386463"
"48015073","CDV3","55573","Cdv3-ps","102639170"
"48015074","CDYL2","124359","Cdyl2","75796"
"48015075","CEACAM1","634","Ceacam1","26365"
"48015075","CEACAM5","1048","Ceacam1","26365"
"48015075","CEACAM6","4680","Ceacam1","26365"
"48015075","PSG1","5669","Ceacam1","26365"
"48015075","PSG3","5671","Ceacam1","26365"
"48015075","PSG4","5672","Ceacam1","26365"
"48015075","PSG6","5675","Ceacam1","26365"
"48015075","PSG7","5676","Ceacam1","26365"
"48015075","PSG8","440533","Ceacam1","26365"
"48015075","PSG9","5678","Ceacam1","26365"
"48015076","CEACAM16","388551","Ceacam16","330483"
"48015077","CEACAM18","729767","Ceacam18","72431"
"48015078","CEACAM19","56971","Ceacam19","319930"
"48015079","CEACAM21","90273","Ceacam9","26368"
"48015080","CEACAM4","1089","Psg20","434540"
"48015080","CEACAM7","1087","Psg20","434540"
"48015080","CEACAM8","1088","Psg20","434540"
"48015080","PSG5","5673","Psg20","434540"
"48015081","CEACAM7","1087","Ceacam23","381852"
"48015082","CEACAM7","1087","Ceacam5","73250"
"48015083","CEACAM7","1087","Ceacam3","384557"
"48015084","CEBPZOS","100505876","Cebpzos","68554"
"48015085","CEND1","51286","Cend1","57754"
"48015086","CENPA","1058","Cenpa","12615"
"48015087","CENPB","1059","Cenpb","12616"
"48015088","CENPQ","55166","Cenpq","83815"
"48015089","CEP120","153241","Cep120","225523"
"48015090","CEP295NL","100653515","Cep295nl","58251"
"48015091","CEP95","90799","Cep95","320162"
"48015092","CEROX1","115804232","Cerox1","72834"
"48015093","CFAP141","388701","Cfap141","73545"
"48015094","CFAP44","55779","Cfap44","212517"
"48015095","CFAP46","54777","Cfap46","212124"
"48015096","CFAP47","286464","Cfap47","636104"
"48015097","CFAP69","79846","Cfap69","207686"
"48015098","CFAP95","138255","Cfap95","67483"
"48015099","CFC1","55997","Cfc1","12627"
"48015099","CFC1B","653275","Cfc1","12627"
"48015100","CFHR3","10878","Cfhr2","545366"
"48015101","CGGBP1","8545","Cggbp1","106143"
"48015102","CHAER1","105377667","Chaer1","105246908"
"48015103","CHAMP1","283489","Champ1","101994"
"48015104","CHASERR","100507217","Chaserr","69170"
"48015105","CHCHD2","51142","Chchd2-ps","433806"
"48015106","CHCHD5","84269","Chchd5","66170"
"48015107","CHCT1","124773","Chct1","73634"
"48015108","CHI3L1","1116","Chi3l1","12654"
"48015109","CHRDL1","91851","Chrdl1","83453"
"48015110","CHST13","166012","Chst13","71797"
"48015111","CHST4","10164","Chst4","26887"
"48015112","CHST9","83539","Chst9","71367"
"48015113","CIB4","130106","Cib4","73259"
"48015114","CIBAR2","339145","Cibar2","436062"
"48015115","CILK1","22858","Cilk1","56542"
"48015116","CIMAP1C","161753","Cimap1c","382075"
"48015117","CIMAP2","163747","Cimap2","242602"
"48015118","CIMIP1","128602","Cimip1","72221"
"48015119","CIMIP2A","401565","Cimip2a","68222"
"48015120","CIMIP4","339669","Cimip4","73376"
"48015121","CIROP","100128908","Cirop","101056084"
"48015122","CISD3","284106","Cisd3b","100504524"
"48015123","CISD3","284106","Cisd3","217149"
"48015124","CISTR","102216268","Cistr","102216269"
"48015125","CKLF","51192","Cklf","75458"
"48015126","CLBA1","122616","Clba1","217887"
"48015127","CLDN16","10686","Cldn16","114141"
"48015128","CLDN20","49861","Cldn20","621628"
"48015129","CLDN24","100132463","Cldn24","100039801"
"48015130","CLDN25","644672","Cldn25","100042785"
"48015131","CLDN34","100288814","Cldn34-ps","628893"
"48015132","CLDND2","125875","Cldnd2","74276"
"48015133","CLEC12A","160364","Clec12a","232413"
"48015134","CLEC12B","387837","Clec12b","71183"
"48015135","CLEC14A","161198","Clec14a","66864"
"48015136","CLEC18A","348174","Clec18a","353287"
"48015136","CLEC18B","497190","Clec18a","353287"
"48015136","CLEC18C","283971","Clec18a","353287"
"48015137","CLEC1A","51267","Clec1a","243653"
"48015138","CLEC1B","51266","Clec1b","56760"
"48015139","CLEC2L","154790","Clec2l","665180"
"48015140","CLEC4A","50856","Clec4a1","269799"
"48015140","ZNF705A","440077","Clec4a1","269799"
"48015141","CLEC4D","338339","Clec4d","17474"
"48015142","CLEC4E","26253","Clec4e","56619"
"48015143","CLEC4G","339390","Clec4g","75863"
"48015144","CLEC5A","23601","Clec5a","23845"
"48015145","CLEC7A","64581","Clec7a","56644"
"48015146","CLEC9A","283420","Clec9a","232414"
"48015147","CLHC1","130162","Clhc1","73324"
"48015148","CLIC6","54102","Clic6","209195"
"48015149","CLK3","1198","Clk3","102414"
"48015150","CLNK","116449","Clnk","27278"
"48015151","CLPS","1208","Clps","109791"
"48015152","CLPSL2","389383","Clpsl2","328788"
"48015153","CLRN3","119467","Clrn3","212070"
"48015154","CLSPN","63967","Clspn","269582"
"48015155","CLVS1","157807","Clvs1","74438"
"48015156","CMC4","100272147","Mtcp1","17763"
"48015156","MTCP1","4515","Mtcp1","17763"
"48015157","CMTM1","113540","Cmtm1","100504164"
"48015158","CMTM2","146225","Cmtm2b","75502"
"48015159","CMTM2","146225","Cmtm2a","73381"
"48015160","CMTM5","116173","Cmtm5","67272"
"48015161","CNBD2","140894","Cnbd2","70873"
"48015162","CNNM1","26507","Cnnm1","83674"
"48015163","CNNM3","26505","Cnnm3","94218"
"48015164","CNNM4","26504","Cnnm4","94220"
"48015165","CNTN6","27255","Cntn6","53870"
"48015166","COL24A1","255631","Col24a1","71355"
"48015167","COL25A1","84570","Col25a1","77018"
"48015168","COL26A1","136227","Col26a1","140709"
"48015169","COL3A1","1281","Col3a1","12825"
"48015170","COL6A5","256076","Col6a5","665033"
"48015171","COPG1","22820","Copg1","54161"
"48015172","COPRS","55352","Coprs","66423"
"48015173","COX6C","1345","Cox6c2","102640946"
"48015174","COX8C","341947","Cox8c","75483"
"48015175","CPA3","1359","Cpa3","12873"
"48015176","CPA5","93979","Cpa5","74649"
"48015177","CPHXL","105371346","Cphx1","105594"
"48015178","CPLANE1","65250","Cplane1","73692"
"48015179","CPNE6","9362","Cpne6","12891"
"48015180","CPQ","10404","Cpq","54381"
"48015181","CPSF4L","642843","Cpsf4l","52670"
"48015182","CPSF7","79869","Cpsf7","269061"
"48015183","CPXCR1","53336","Cpxcr1","382239"
"48015184","CR2","1380","Cr2","12902"
"48015185","CRCT1","54544","Crct1","74175"
"48015186","CRELD1","78987","Creld1","171508"
"48015187","CRISP1","167","Crisp4","78081"
"48015188","CRISP2","7180","Crisp2","22024"
"48015189","CRISP3","10321","Crisp1","11571"
"48015190","CRLF2","64109","Crlf2","57914"
"48015191","CRNN","49860","Crnn","381457"
"48015192","CRTAM","56253","Crtam","54698"
"48015193","CRYBG3","131544","Crybg3","224273"
"48015194","CRYZL2P","730102","Cryzl2","226527"
"48015195","CSF2","1437","Csf2","12981"
"48015196","CSF2RA","1438","Csf2ra","12982"
"48015197","CSN1S1","1446","Csn1s1","12990"
"48015198","CSN1S2AP","286828","Csn1s2a","12993"
"48015199","CSN1S2BP","100337616","Csn1s2b","12992"
"48015200","CSN2","1447","Csn2","12991"
"48015201","CSN3","1448","Csn3","12994"
"48015202","CSNK1G3","1456","Csnk1g3","70425"
"48015203","CSNK2A2IP","111064647","Csnk2a2ip","224291"
"48015204","CST12P","106478911","Cst12","69362"
"48015205","CST6","1474","Cst6","73720"
"48015206","CST7","8530","Cst7","13011"
"48015207","CST8","10047","Cst8","13012"
"48015208","CST9","128822","Cst9","13013"
"48015208","CST9L","128821","Cst9","13013"
"48015208","CST9LP1","128820","Cst9","13013"
"48015209","CSTA","1475","Stfa2","20862"
"48015210","CSTA","1475","Stfa3","20863"
"48015211","CSTA","1475","Cstdc3","209324"
"48015212","CSTA","1475","Stfa2l1","268885"
"48015213","CSTL1","128817","Cstl1","228756"
"48015214","CT45A1","541466","Ct45a","270599"
"48015214","CT45A10","102723631","Ct45a","270599"
"48015214","CT45A2","728911","Ct45a","270599"
"48015214","CT45A3","441519","Ct45a","270599"
"48015214","CT45A5","441521","Ct45a","270599"
"48015214","CT45A6","541465","Ct45a","270599"
"48015214","CT45A7","101060211","Ct45a","270599"
"48015214","CT45A8","102723737","Ct45a","270599"
"48015214","CT45A9","102723680","Ct45a","270599"
"48015215","CT47A1","728096","Ct47","621901"
"48015215","CT47A10","728036","Ct47","621901"
"48015215","CT47A11","255313","Ct47","621901"
"48015215","CT47A12","100507170","Ct47","621901"
"48015215","CT47A2","728090","Ct47","621901"
"48015215","CT47A3","728082","Ct47","621901"
"48015215","CT47A4","728075","Ct47","621901"
"48015215","CT47A5","728072","Ct47","621901"
"48015215","CT47A6","728062","Ct47","621901"
"48015215","CT47A7","653282","Ct47","621901"
"48015215","CT47A8","728049","Ct47","621901"
"48015215","CT47A9","728042","Ct47","621901"
"48015215","CT47B1","643311","Ct47","621901"
"48015216","CT55","54967","Ct55","75013"
"48015217","CTAG1A","246100","Ctag2l1","628456"
"48015217","CTAG1B","1485","Ctag2l1","628456"
"48015218","CTCFL","140690","Ctcfl","664799"
"48015219","CTF1","1489","Ctf1","13019"
"48015220","CTF2P","100289419","Ctf2","244218"
"48015221","CTNNA3","29119","Ctnna3","216033"
"48015222","CTPS2","56474","Ctps2","55936"
"48015223","CTSE","1510","Ctse","13034"
"48015224","CTSW","1521","Ctsw","13041"
"48015225","CTXN1","404217","Ctxn1","330695"
"48015226","CTXN3","613212","Ctxn3","629147"
"48015227","CTXND1","100996492","Ctxnd1","100039239"
"48015228","CTXND2","100996521","Ctxnd2","67654"
"48015229","CUL7","9820","Cul7","66515"
"48015230","CUL9","23113","Cul9","78309"
"48015231","CUTA","51596","Cuta","67675"
"48015232","CWH43","80157","Cwh43","231293"
"48015233","CX3CL1","6376","Cx3cl1","20312"
"48015234","CXCL13","10563","Cxcl13","55985"
"48015235","CXCL16","58191","Cxcl16","66102"
"48015236","CXCL17","284340","Cxcl17","232983"
"48015237","CXCR5","643","Cxcr5","12145"
"48015238","CXCR6","10663","Cxcr6","80901"
"48015239","CXorf49","100130361","Gm4779","102634296"
"48015239","CXorf49B","100132994","Gm4779","102634296"
"48015240","CXorf49","100130361","4933412E24Rik","71088"
"48015240","CXorf49B","100132994","4933412E24Rik","71088"
"48015241","CXorf49","100130361","Gm3858","100042465"
"48015241","CXorf49B","100132994","Gm3858","100042465"
"48015242","CXorf49","100130361","8030474K03Rik","382231"
"48015242","CXorf49B","100132994","8030474K03Rik","382231"
"48015243","CXorf58","254158","Fam90a1b","631145"
"48015243","FAM90A1","55138","Fam90a1b","631145"
"48015243","FAM90A10","441328","Fam90a1b","631145"
"48015243","FAM90A12","645879","Fam90a1b","631145"
"48015243","FAM90A13","441314","Fam90a1b","631145"
"48015243","FAM90A14","645651","Fam90a1b","631145"
"48015243","FAM90A15","389630","Fam90a1b","631145"
"48015243","FAM90A16","441323","Fam90a1b","631145"
"48015243","FAM90A17","728746","Fam90a1b","631145"
"48015243","FAM90A18","441326","Fam90a1b","631145"
"48015243","FAM90A19","728753","Fam90a1b","631145"
"48015243","FAM90A20","728430","Fam90a1b","631145"
"48015243","FAM90A22","645558","Fam90a1b","631145"
"48015243","FAM90A23","645572","Fam90a1b","631145"
"48015243","FAM90A24","441332","Fam90a1b","631145"
"48015243","FAM90A25P","389633","Fam90a1b","631145"
"48015243","FAM90A26","100287045","Fam90a1b","631145"
"48015243","FAM90A27P","646508","Fam90a1b","631145"
"48015243","FAM90A2P","729689","Fam90a1b","631145"
"48015243","FAM90A5","441315","Fam90a1b","631145"
"48015243","FAM90A7","441317","Fam90a1b","631145"
"48015243","FAM90A8","441324","Fam90a1b","631145"
"48015243","FAM90A9","441327","Fam90a1b","631145"
"48015244","CXorf66","347487","Gm7073","631784"
"48015245","CYB5RL","606495","Cyb5rl","230582"
"48015246","CYLC1","1538","Cylc1","67407"
"48015247","CYLC2","1539","Cylc2","74914"
"48015248","CYP2AB1P","647265","Cyp2ab1","224044"
"48015249","CYP2D6","1565","Cyp2d26","76279"
"48015249","CYP2D7","1564","Cyp2d26","76279"
"48015250","CYP2D6","1565","Cyp2d10","13101"
"48015250","CYP2D7","1564","Cyp2d10","13101"
"48015251","CYP2D6","1565","Cyp2d22","56448"
"48015251","CYP2D7","1564","Cyp2d22","56448"
"48015252","CYP2D6","1565","Cyp2d11","545123"
"48015252","CYP2D7","1564","Cyp2d11","545123"
"48015253","CYP2D6","1565","Cyp2d40","71754"
"48015253","CYP2D7","1564","Cyp2d40","71754"
"48015254","CYP2D6","1565","Cyp2d34","223706"
"48015254","CYP2D7","1564","Cyp2d34","223706"
"48015255","CYP2D6","1565","Cyp2d9","13105"
"48015255","CYP2D7","1564","Cyp2d9","13105"
"48015256","CYP2D6","1565","Cyp2d12","380997"
"48015256","CYP2D7","1564","Cyp2d12","380997"
"48015257","CYP2T1P","171523","Cyp2t4","384724"
"48015258","CYS1","192668","Cys1","12879"
"48015259","CYSRT1","375791","Cysrt1","67859"
"48015260","DALIR","104940698","Dalir","104940697"
"48015261","DANCR","57291","Dancr","70036"
"48015262","DBIL5P","100131454","Dbil5","13168"
"48015263","DCAF1","9730","Dcaf1","321006"
"48015264","DCAF12L1","139170","Dcaf12l1","245404"
"48015264","DCAF12L2","340578","Dcaf12l1","245404"
"48015265","DCAF12L2","340578","Dcaf12l2","245403"
"48015266","DCDC2C","728597","Dcdc2c","68511"
"48015267","DCSTAMP","81501","Dcstamp","75766"
"48015268","DCX","1641","Dcx","13193"
"48015269","DDIT4L","115265","Ddit4l","73284"
"48015270","DDN","23109","Ddn","13199"
"48015271","DDX25","29118","Ddx25","30959"
"48015272","DDX60","55601","Ddx60","234311"
"48015273","DEFA1","1667","Defa10","13229"
"48015273","DEFA1B","728358","Defa10","13229"
"48015273","DEFA3","1668","Defa10","13229"
"48015273","DEFA5","1670","Defa10","13229"
"48015273","DEFA6","1671","Defa10","13229"
"48015274","DEFA1","1667","Defa32","100041890"
"48015274","DEFA1B","728358","Defa32","100041890"
"48015274","DEFA3","1668","Defa32","100041890"
"48015274","DEFA4","1669","Defa32","100041890"
"48015274","DEFA6","1671","Defa32","100041890"
"48015275","DEFA1","1667","Defa11","13230"
"48015275","DEFA1B","728358","Defa11","13230"
"48015275","DEFA3","1668","Defa11","13230"
"48015275","DEFA5","1670","Defa11","13230"
"48015275","DEFA6","1671","Defa11","13230"
"48015276","DEFA1","1667","Defa40","100041787"
"48015276","DEFA1B","728358","Defa40","100041787"
"48015276","DEFA3","1668","Defa40","100041787"
"48015276","DEFA5","1670","Defa40","100041787"
"48015276","DEFA6","1671","Defa40","100041787"
"48015277","DEFA1","1667","Defa3","13237"
"48015277","DEFA1B","728358","Defa3","13237"
"48015277","DEFA3","1668","Defa3","13237"
"48015277","DEFA5","1670","Defa3","13237"
"48015277","DEFA6","1671","Defa3","13237"
"48015278","DEFA1","1667","Defa9","13243"
"48015278","DEFA1B","728358","Defa9","13243"
"48015278","DEFA3","1668","Defa9","13243"
"48015278","DEFA5","1670","Defa9","13243"
"48015278","DEFA6","1671","Defa9","13243"
"48015279","DEFA1","1667","Defa-rs10","13219"
"48015279","DEFA1B","728358","Defa-rs10","13219"
"48015279","DEFA3","1668","Defa-rs10","13219"
"48015279","DEFA5","1670","Defa-rs10","13219"
"48015279","DEFA6","1671","Defa-rs10","13219"
"48015280","DEFA1","1667","Defa17","23855"
"48015280","DEFA1B","728358","Defa17","23855"
"48015280","DEFA3","1668","Defa17","23855"
"48015280","DEFA5","1670","Defa17","23855"
"48015280","DEFA6","1671","Defa17","23855"
"48015281","DEFA1","1667","Defa37","100041895"
"48015281","DEFA1B","728358","Defa37","100041895"
"48015281","DEFA3","1668","Defa37","100041895"
"48015281","DEFA5","1670","Defa37","100041895"
"48015281","DEFA6","1671","Defa37","100041895"
"48015282","DEFA1","1667","Defa15","13234"
"48015282","DEFA1B","728358","Defa15","13234"
"48015282","DEFA3","1668","Defa15","13234"
"48015282","DEFA5","1670","Defa15","13234"
"48015282","DEFA6","1671","Defa15","13234"
"48015283","DEFA1","1667","Defa2","100294660"
"48015283","DEFA1B","728358","Defa2","100294660"
"48015283","DEFA3","1668","Defa2","100294660"
"48015283","DEFA5","1670","Defa2","100294660"
"48015283","DEFA6","1671","Defa2","100294660"
"48015284","DEFA1","1667","Defa34","100041952"
"48015284","DEFA1B","728358","Defa34","100041952"
"48015284","DEFA3","1668","Defa34","100041952"
"48015284","DEFA5","1670","Defa34","100041952"
"48015284","DEFA6","1671","Defa34","100041952"
"48015285","DEFA1","1667","Defa20","68009"
"48015285","DEFA1B","728358","Defa20","68009"
"48015285","DEFA3","1668","Defa20","68009"
"48015285","DEFA4","1669","Defa20","68009"
"48015285","DEFA6","1671","Defa20","68009"
"48015286","DEFA1","1667","Defa16","13235"
"48015286","DEFA1B","728358","Defa16","13235"
"48015286","DEFA3","1668","Defa16","13235"
"48015286","DEFA5","1670","Defa16","13235"
"48015286","DEFA6","1671","Defa16","13235"
"48015287","DEFA1","1667","Defa8","13242"
"48015287","DEFA1B","728358","Defa8","13242"
"48015287","DEFA3","1668","Defa8","13242"
"48015287","DEFA5","1670","Defa8","13242"
"48015287","DEFA6","1671","Defa8","13242"
"48015288","DEFA1","1667","AY761185","100503970"
"48015288","DEFA1B","728358","AY761185","100503970"
"48015288","DEFA3","1668","AY761185","100503970"
"48015288","DEFA4","1669","AY761185","100503970"
"48015288","DEFA5","1670","AY761185","100503970"
"48015288","DEFA6","1671","AY761185","100503970"
"48015289","DEFA1","1667","Defa-rs12","13221"
"48015289","DEFA1B","728358","Defa-rs12","13221"
"48015289","DEFA3","1668","Defa-rs12","13221"
"48015289","DEFA5","1670","Defa-rs12","13221"
"48015289","DEFA6","1671","Defa-rs12","13221"
"48015290","DEFA1","1667","Defa28","626682"
"48015290","DEFA1B","728358","Defa28","626682"
"48015290","DEFA3","1668","Defa28","626682"
"48015290","DEFA5","1670","Defa28","626682"
"48015290","DEFA6","1671","Defa28","626682"
"48015291","DEFA1","1667","Defa27","100041811"
"48015291","DEFA1B","728358","Defa27","100041811"
"48015291","DEFA3","1668","Defa27","100041811"
"48015291","DEFA5","1670","Defa27","100041811"
"48015291","DEFA6","1671","Defa27","100041811"
"48015292","DEFA1","1667","Defa23","497114"
"48015292","DEFA1B","728358","Defa23","497114"
"48015292","DEFA3","1668","Defa23","497114"
"48015292","DEFA5","1670","Defa23","497114"
"48015292","DEFA6","1671","Defa23","497114"
"48015293","DEFA1","1667","Defa36","100862126"
"48015293","DEFA1B","728358","Defa36","100862126"
"48015293","DEFA3","1668","Defa36","100862126"
"48015293","DEFA5","1670","Defa36","100862126"
"48015293","DEFA6","1671","Defa36","100862126"
"48015294","DEFA1","1667","Defa41","100041759"
"48015294","DEFA1B","728358","Defa41","100041759"
"48015294","DEFA3","1668","Defa41","100041759"
"48015294","DEFA5","1670","Defa41","100041759"
"48015294","DEFA6","1671","Defa41","100041759"
"48015295","DEFA1","1667","Defa6","13240"
"48015295","DEFA1B","728358","Defa6","13240"
"48015295","DEFA3","1668","Defa6","13240"
"48015295","DEFA5","1670","Defa6","13240"
"48015295","DEFA6","1671","Defa6","13240"
"48015296","DEFA1","1667","Defa-rs2","13222"
"48015296","DEFA1B","728358","Defa-rs2","13222"
"48015296","DEFA3","1668","Defa-rs2","13222"
"48015296","DEFA4","1669","Defa-rs2","13222"
"48015296","DEFA5","1670","Defa-rs2","13222"
"48015296","DEFA6","1671","Defa-rs2","13222"
"48015297","DEFA1","1667","Defa12","13231"
"48015297","DEFA1B","728358","Defa12","13231"
"48015297","DEFA3","1668","Defa12","13231"
"48015297","DEFA5","1670","Defa12","13231"
"48015297","DEFA6","1671","Defa12","13231"
"48015298","DEFA1","1667","Defa31","13226"
"48015298","DEFA1B","728358","Defa31","13226"
"48015298","DEFA3","1668","Defa31","13226"
"48015298","DEFA5","1670","Defa31","13226"
"48015298","DEFA6","1671","Defa31","13226"
"48015299","DEFA1","1667","Defa7","13241"
"48015299","DEFA1B","728358","Defa7","13241"
"48015299","DEFA3","1668","Defa7","13241"
"48015299","DEFA5","1670","Defa7","13241"
"48015299","DEFA6","1671","Defa7","13241"
"48015300","DEFA1","1667","Defa25","13236"
"48015300","DEFA1B","728358","Defa25","13236"
"48015300","DEFA3","1668","Defa25","13236"
"48015300","DEFA5","1670","Defa25","13236"
"48015300","DEFA6","1671","Defa25","13236"
"48015301","DEFA1","1667","Defa1","13216"
"48015301","DEFA1B","728358","Defa1","13216"
"48015301","DEFA3","1668","Defa1","13216"
"48015301","DEFA5","1670","Defa1","13216"
"48015301","DEFA6","1671","Defa1","13216"
"48015302","DEFA1","1667","Defa14","13233"
"48015302","DEFA1B","728358","Defa14","13233"
"48015302","DEFA3","1668","Defa14","13233"
"48015302","DEFA5","1670","Defa14","13233"
"48015302","DEFA6","1671","Defa14","13233"
"48015303","DEFA1","1667","Defa30","100038927"
"48015303","DEFA1B","728358","Defa30","100038927"
"48015303","DEFA3","1668","Defa30","100038927"
"48015303","DEFA5","1670","Defa30","100038927"
"48015303","DEFA6","1671","Defa30","100038927"
"48015304","DEFA1","1667","Defa5","13239"
"48015304","DEFA1B","728358","Defa5","13239"
"48015304","DEFA3","1668","Defa5","13239"
"48015304","DEFA5","1670","Defa5","13239"
